user_id,age,default_flag,more_90_days_overdue,debt_ratio_limpio,last_month_salary_mediana,loan_other_final,loan_real_final,total_loan_limpia
1629,51,0,0,0.36,6748,2,1,3
1630,62,0,0,0.09,5650,4,0,4
1631,66,0,0,0.24,7250,9,1,10
1632,58,0,0,0.35,5355,11,1,12
1633,55,0,0,0.19,12466,6,2,8
1634,33,0,0,209.0,4333,5,0,5
1635,53,0,0,1618.0,6386,9,1,10
1636,56,0,0,191.0,6133,8,0,8
1637,72,0,0,0.0,1,4,0,4
1638,52,0,0,0.28,12000,11,1,12
1639,30,0,0,2.93,1649,10,2,12
1640,67,0,0,0.38,9500,6,2,8
1641,43,0,0,0.02,11000,7,0,7
1642,48,0,1,0.57,3170,4,1,5
1643,73,0,0,27.0,4750,9,0,9
1644,47,0,0,0.51,9166,10,1,11
1645,75,0,0,579.0,4500,8,0,8
1646,58,0,0,0.68,4350,6,1,7
1647,88,0,0,0.0,9763,8,0,8
1648,28,1,1,0.19,4161,6,0,6
1649,84,0,0,2.18,4500,14,2,16
1650,35,0,0,0.58,6790,14,2,16
1651,66,0,0,0.17,4597,4,2,6
1652,50,0,0,972.0,6666,4,1,5
1653,40,0,0,0.01,5018,3,0,3
1654,38,0,1,1940.0,5100,0,1,1
1655,38,0,0,0.01,8333,6,0,6
1656,49,0,0,0.19,5066,15,0,15
1657,40,0,0,0.34,5752,3,1,4
1658,59,0,0,0.03,4100,4,0,4
1659,39,0,0,101.0,5473,2,0,2
1660,30,0,0,0.19,4300,3,0,3
1661,38,0,0,0.22,4200,5,0,5
1662,37,1,2,0.2,7340,8,0,8
1663,83,0,0,0.7,2237,3,1,4
1664,53,0,0,1935.0,6386,6,1,7
1665,58,0,0,0.22,4600,15,2,17
1666,64,0,0,0.55,9649,10,1,11
1667,75,0,0,55.0,4500,3,0,3
1668,52,0,0,0.15,10833,7,1,8
1669,54,0,0,1008.0,6446,10,0,10
1670,65,0,0,0.02,1801,0,0,0
1671,69,0,0,911.0,5083,5,1,6
1672,38,0,0,0.05,3749,7,0,7
1673,33,0,0,0.42,8500,14,2,16
1674,26,0,0,0.3,3400,3,0,3
1675,47,0,0,3424.0,6193,3,2,5
1676,46,0,0,0.26,7000,10,1,11
1677,35,0,0,363.0,5166,2,0,2
1678,70,0,0,0.25,5503,16,1,17
1679,35,1,1,1384.0,5166,7,2,9
1680,24,0,0,0.16,4400,11,0,11
1681,67,0,0,2418.0,5829,1,2,3
1682,70,0,0,237.0,4800,4,0,4
1683,62,0,0,0.41,5604,9,1,10
1684,80,0,0,0.01,10000,4,0,4
1685,48,0,0,0.38,4250,10,2,12
1686,54,0,0,0.55,6416,9,1,10
1687,36,0,0,0.12,2768,4,0,4
1688,63,0,0,0.1,6824,5,0,5
1689,55,0,0,0.45,4600,6,1,7
1690,47,0,0,0.55,3299,3,1,4
1691,40,0,0,0.46,5926,12,1,13
1692,50,0,0,0.34,12666,7,1,8
1693,57,0,0,0.38,12417,15,2,17
1694,36,0,0,0.81,3218,9,0,9
1695,64,0,0,0.0,10083,5,0,5
1696,34,0,0,0.22,3600,9,0,9
1697,51,0,0,0.36,2400,3,0,3
1698,56,0,0,4550.0,6133,9,3,12
1699,52,0,0,0.22,4266,5,1,6
1700,32,0,0,0.06,3500,5,0,5
1701,53,0,0,0.29,3433,18,1,19
1702,55,0,0,0.07,13000,5,1,6
1703,39,0,0,0.29,50000,10,5,15
1704,63,0,0,1363.0,6250,1,1,2
1705,40,0,0,0.99,9000,1,3,4
1706,63,0,0,0.31,5650,7,1,8
1707,42,0,0,3484.0,5500,8,2,10
1708,58,0,0,0.02,1040,2,0,2
1709,82,0,0,0.01,8459,12,0,12
1710,35,0,0,0.17,13595,8,4,12
1711,40,0,0,0.39,8750,6,2,8
1712,35,0,0,0.06,2416,0,0,0
1713,38,0,0,0.09,11034,8,1,9
1714,24,0,0,0.0,0,1,0,1
1715,36,0,0,0.11,2800,2,0,2
1716,78,0,0,4.0,4349,3,0,3
1717,64,0,0,0.14,6116,5,1,6
1718,71,0,0,902.0,4987,5,0,5
1719,45,0,0,0.0,6043,1,0,1
1720,34,0,0,0.05,22694,7,0,7
1721,37,0,0,0.12,5871,1,1,2
1722,72,0,0,0.01,5916,17,0,17
1723,50,0,0,0.36,16850,12,3,15
1724,55,0,0,0.77,9167,12,3,15
1725,54,0,0,0.28,9833,4,2,6
1726,66,0,0,0.27,4123,8,0,8
1727,78,0,0,0.26,1457,6,0,6
1728,84,0,0,0.0,4142,7,0,7
1729,61,0,0,0.0,4000,2,0,2
1730,27,0,0,0.14,3000,7,0,7
1731,58,0,0,0.15,8800,8,2,10
1732,74,0,0,0.04,7900,4,0,4
1733,51,0,0,2.2,1400,13,3,16
1734,53,0,0,1.0,8500,23,2,25
1735,92,0,0,0.01,4166,5,0,5
1736,40,0,0,0.18,8000,10,2,12
1737,73,0,0,0.66,8900,9,3,12
1738,70,0,0,0.09,10500,6,1,7
1739,43,0,0,0.13,7200,18,0,18
1740,59,0,0,0.27,14117,6,2,8
1741,57,0,0,0.01,2556,3,0,3
1742,73,0,0,0.22,4999,7,0,7
1743,59,0,0,0.33,4832,8,1,9
1744,39,0,0,0.2,9583,2,1,3
1745,53,0,0,0.01,4166,4,0,4
1746,41,0,0,0.27,2200,7,1,8
1747,66,0,0,0.0,3600,5,0,5
1748,73,0,0,229.0,4750,8,0,8
1749,48,0,0,6456.0,6106,4,3,7
1750,63,0,0,0.54,3770,10,1,11
1751,49,0,0,0.16,7666,6,1,7
1752,66,0,0,0.28,19666,24,2,26
1753,62,0,0,0.13,10666,3,1,4
1754,37,0,0,0.57,7933,6,2,8
1755,25,0,1,0.29,254,3,0,3
1756,41,0,0,0.42,3000,1,1,2
1757,35,0,0,0.1,3000,3,0,3
1758,51,0,0,3975.0,6495,8,1,9
1759,55,0,0,0.1,10500,4,1,5
1760,47,0,0,0.68,6290,7,2,9
1761,47,0,0,0.49,5000,6,2,8
1762,73,0,0,0.0,2500,4,0,4
1763,63,0,0,0.13,19000,5,2,7
1764,67,0,0,76.0,5829,3,0,3
1765,51,0,0,3420.0,6495,4,1,5
1766,44,0,0,0.25,7520,8,2,10
1767,36,0,0,0.13,4000,3,0,3
1768,71,0,0,0.02,5000,2,0,2
1769,38,0,0,0.27,9450,9,1,10
1770,60,0,0,2534.0,6500,9,2,11
1771,43,0,0,2790.0,6000,5,2,7
1772,45,0,0,0.27,2355,4,0,4
1773,62,0,0,24.0,6163,4,0,4
1774,60,0,0,0.44,5191,5,1,6
1775,66,0,0,0.24,11594,11,1,12
1776,39,0,0,0.0,8000,4,0,4
1777,59,0,0,1521.0,6500,6,2,8
1778,56,0,0,2525.0,6133,8,2,10
1779,56,0,0,0.09,8390,6,1,7
1780,31,0,0,0.65,3500,11,1,12
1781,40,0,1,0.15,3200,2,0,2
1782,23,0,0,13.0,0,2,0,2
1783,45,0,0,0.52,6818,6,2,8
1784,63,0,0,554.0,6250,2,0,2
1785,41,0,0,0.3,8500,8,2,10
1786,61,0,0,0.88,3850,7,2,9
1787,53,0,0,2412.0,6386,2,3,5
1788,61,0,0,0.4,11500,12,3,15
1789,43,0,0,0.46,2746,3,1,4
1790,65,0,0,0.16,4639,8,1,9
1791,23,0,0,0.59,200,1,0,1
1792,22,0,0,0.0,864,2,0,2
1793,35,0,0,17.18,100,8,0,8
1794,35,0,0,0.41,3175,11,1,12
1795,80,0,0,0.0,10827,4,0,4
1796,76,0,0,0.99,2444,8,1,9
1797,47,0,0,0.09,5000,4,0,4
1798,61,0,0,1.32,2846,17,2,19
1799,51,0,0,8.72,15000,9,2,11
1800,54,0,0,1.36,3800,17,2,19
1801,27,0,1,0.28,1800,5,0,5
1802,40,0,0,0.2,4200,5,0,5
1803,52,0,0,0.22,10557,7,1,8
1804,37,0,0,33.0,5000,4,0,4
1805,37,0,0,0.5,30200,9,6,15
1806,45,0,0,0.44,11390,6,2,8
1807,85,0,0,0.0,4000,3,0,3
1808,65,0,0,0.09,23801,6,2,8
1809,70,0,0,0.18,6000,8,1,9
1810,55,0,0,0.48,15833,13,3,16
1811,30,0,0,0.25,4300,6,0,6
1812,68,0,0,0.75,7000,16,3,19
1813,59,0,0,0.23,6167,13,0,13
1814,41,0,0,0.23,7611,13,0,13
1815,57,0,0,0.34,7200,6,2,8
1816,41,0,0,0.61,2750,5,2,7
1817,64,0,0,302.0,6000,2,0,2
1818,51,0,0,0.11,2332,9,0,9
1819,53,0,0,0.38,5700,20,2,22
1820,48,0,0,0.42,9328,7,1,8
1821,74,0,0,0.4,3600,2,1,3
1822,61,0,0,0.68,4250,6,1,7
1823,35,0,0,0.3,9100,3,2,5
1824,64,0,0,1395.0,6000,12,1,13
1825,37,1,1,0.16,2975,1,0,1
1826,48,1,2,0.39,11333,9,2,11
1827,76,0,0,0.31,4000,19,2,21
1828,26,0,0,20.0,2600,1,0,1
1829,40,0,0,0.22,5900,8,0,8
1830,49,0,0,3858.0,6400,2,3,5
1831,23,0,0,0.18,1000,2,0,2
1832,84,0,0,0.0,4142,1,0,1
1833,36,0,0,0.45,2425,7,0,7
1834,61,0,0,493.0,6209,4,0,4
1835,51,0,0,1.13,1500,13,1,14
1836,90,0,0,13.0,3875,7,0,7
1837,66,0,0,0.01,1690,5,0,5
1838,43,0,0,0.13,5000,16,1,17
1839,63,0,0,0.18,7783,4,0,4
1840,69,0,0,919.0,5083,6,1,7
1841,52,0,0,0.17,13868,6,1,7
1842,46,0,0,0.29,7166,10,1,11
1843,41,0,0,997.0,5757,3,1,4
1844,77,0,0,83.0,4167,4,0,4
1845,29,0,0,0.12,8656,4,1,5
1846,28,0,0,2419.0,3050,10,1,11
1847,45,0,0,0.15,4000,4,0,4
1848,51,0,0,0.0,6495,1,0,1
1849,51,0,0,0.52,6400,3,1,4
1850,49,0,0,0.44,4200,9,2,11
1851,60,0,0,0.3,6892,10,1,11
1852,51,0,0,0.54,5500,10,2,12
1853,36,0,0,0.15,5348,16,0,16
1854,77,0,0,170.0,0,11,0,11
1855,51,0,0,0.22,7000,3,1,4
1856,47,0,0,0.2,14025,8,1,9
1857,62,0,0,0.31,11300,16,3,19
1858,44,0,0,0.45,6799,11,2,13
1859,52,0,0,1895.0,0,14,2,16
1860,56,0,0,2375.0,6133,10,1,11
1861,65,0,0,0.76,1880,2,1,3
1862,37,0,0,3.29,1409,7,2,9
1863,56,0,1,0.77,4499,12,1,13
1864,55,0,0,0.15,4300,3,0,3
1865,46,0,0,0.04,5559,5,0,5
1866,42,1,0,0.36,4769,10,0,10
1867,33,0,0,0.94,2000,11,1,12
1868,34,0,0,3115.0,4525,6,3,9
1869,25,0,0,0.51,3000,12,0,12
1870,50,0,0,40.0,6666,7,0,7
1871,73,0,0,0.42,3970,3,1,4
1872,67,0,0,0.32,4574,3,2,5
1873,82,0,0,0.35,2100,4,0,4
1874,65,0,0,0.58,11500,7,4,11
1875,46,0,0,0.01,4407,6,0,6
1876,50,0,0,0.32,10800,6,1,7
1877,37,0,0,0.12,8582,6,0,6
1878,48,0,0,0.31,6500,11,3,14
1879,67,0,0,0.44,2400,20,0,20
1880,44,0,0,0.54,10416,2,2,4
1881,30,0,0,0.12,4000,7,0,7
1882,48,0,0,0.15,7600,3,1,4
1883,47,0,0,0.18,3167,6,2,8
1884,64,0,0,0.61,5667,8,2,10
1885,37,0,0,0.24,12000,9,1,10
1886,59,0,0,0.4,6666,7,1,8
1887,52,0,0,0.47,3591,19,0,19
1888,48,0,0,0.39,3720,7,1,8
1889,53,0,0,0.41,13166,5,1,6
1890,58,0,0,0.37,8166,21,2,23
1891,56,0,0,0.46,9000,9,3,12
1892,83,0,0,1847.0,4500,5,1,6
1893,35,0,0,0.66,3493,9,1,10
1894,48,0,0,4618.0,6106,7,1,8
1895,53,0,0,0.48,1696,5,1,6
1896,38,0,0,0.23,5100,8,0,8
1897,81,0,0,0.05,1950,9,0,9
1898,29,0,0,0.36,1939,4,0,4
1899,63,0,0,1980.0,6250,10,1,11
1900,39,0,0,0.2,8400,4,1,5
1901,44,0,1,0.06,5300,1,0,1
1902,55,0,0,6164.0,0,6,3,9
1903,60,0,0,0.12,5373,8,0,8
1904,34,0,0,0.02,2800,3,0,3
1905,63,0,0,81.0,6250,24,0,24
1906,28,0,0,193.0,3050,8,0,8
1907,74,0,0,0.2,9050,11,1,12
1908,31,0,0,0.11,7700,11,0,11
1909,64,0,0,0.29,2614,4,0,4
1910,57,0,0,0.32,15000,13,1,14
1911,57,0,0,0.0,1,6,0,6
1912,36,0,0,1.18,7600,8,4,12
1913,28,0,0,0.07,3600,4,0,4
1914,24,0,0,0.05,1462,1,0,1
1915,46,0,0,0.57,8450,10,2,12
1916,36,0,0,1.17,2500,8,2,10
1917,47,0,0,0.47,5583,12,1,13
1918,32,0,1,0.17,2711,1,0,1
1919,52,0,0,0.41,5400,7,1,8
1920,75,0,0,0.06,5884,3,0,3
1921,41,0,0,0.41,12750,14,3,17
1922,45,0,0,2465.0,6043,7,1,8
1923,59,0,0,1.08,3000,14,2,16
1924,62,0,0,0.24,3800,3,1,4
1925,43,0,0,3497.0,6000,11,1,12
1926,60,0,0,1252.0,6500,10,1,11
1927,33,0,0,0.09,4016,5,0,5
1928,72,0,0,7392.0,4581,13,4,17
1929,57,0,0,0.15,4166,5,1,6
1930,47,0,0,4670.0,6193,7,2,9
1931,48,0,0,0.29,2987,12,1,13
1932,44,0,0,0.42,8710,11,2,13
1933,68,0,0,0.04,5555,5,0,5
1934,48,0,0,0.0,6916,5,0,5
1935,59,0,0,47.0,6500,1,0,1
1936,42,0,0,0.29,5500,5,2,7
1937,66,0,0,1.49,4919,17,1,18
1938,61,0,0,0.15,5884,12,1,13
1939,24,0,0,0.64,820,4,0,4
1940,43,0,0,0.12,15000,3,1,4
1941,42,0,0,0.08,14166,6,0,6
1942,73,0,0,0.28,8000,6,2,8
1943,27,0,1,0.29,1500,1,0,1
1944,54,0,0,2776.0,6446,7,1,8
1945,35,0,0,0.03,5166,1,0,1
1946,54,0,0,1.02,4926,15,3,18
1947,46,0,0,0.22,5021,6,1,7
1948,59,0,0,3287.0,6500,3,1,4
1949,59,0,0,0.6,5967,9,2,11
1950,91,0,0,521.0,4166,6,1,7
1951,57,0,0,89.0,6275,7,0,7
1952,50,0,0,0.35,1600,7,0,7
1953,32,0,0,0.35,2590,9,0,9
1954,31,0,0,2634.0,4000,9,1,10
1955,58,0,0,0.83,10600,29,5,34
1956,86,0,0,0.0,4221,2,0,2
1957,71,0,0,0.13,5666,4,0,4
1958,74,0,0,0.0,5000,0,0,0
1959,80,0,0,0.24,15500,1,3,4
1960,49,0,0,0.21,4000,17,0,17
1961,35,1,2,0.31,3000,2,0,2
1962,53,0,0,0.56,8680,13,2,15
1963,63,0,0,974.0,6250,2,1,3
1964,58,0,0,0.6,4645,4,2,6
1965,31,0,0,0.48,3500,7,1,8
1966,28,0,0,0.29,4225,5,0,5
1967,48,0,0,0.4,13287,8,2,10
1968,36,0,0,0.17,5716,4,0,4
1969,69,0,0,363.0,5083,9,0,9
1970,55,0,0,0.26,8500,7,1,8
1971,35,0,0,0.02,9000,1,0,1
1972,60,0,0,0.15,19000,15,1,16
1973,27,0,0,0.27,2900,8,0,8
1974,55,0,0,0.17,14383,7,1,8
1975,30,0,0,1384.0,3900,6,2,8
1976,71,0,0,838.0,0,3,1,4
1977,65,0,0,0.13,4600,4,1,5
1978,66,0,0,0.25,6722,5,1,6
1979,37,0,1,0.05,2500,2,0,2
1980,69,0,0,0.58,1500,1,1,2
1981,40,0,0,0.54,7000,16,1,17
1982,44,0,0,0.95,8300,5,4,9
1983,48,0,0,2115.0,6106,3,1,4
1984,50,0,0,1246.0,6666,1,1,2
1985,61,0,0,52.0,6209,7,0,7
1986,56,0,0,0.31,5612,13,2,15
1987,56,0,0,0.39,4000,4,1,5
1988,38,0,0,0.25,10000,11,2,13
1989,51,0,0,0.37,13400,4,2,6
1990,35,0,0,0.33,5417,6,1,7
1991,64,0,0,51.0,6000,7,0,7
1992,48,0,0,1684.0,6106,0,1,1
1993,56,0,0,0.36,2916,16,0,16
1994,56,0,0,2011.0,6133,15,1,16
1995,67,0,0,0.08,5200,11,0,11
1996,72,0,0,0.3,9850,4,2,6
1997,53,0,0,0.22,15862,2,2,4
1998,47,0,0,0.97,4646,4,3,7
1999,24,1,4,0.5,1200,2,0,2
2000,45,0,0,1232.0,6043,4,1,5
2001,42,0,0,0.06,4500,8,0,8
2002,49,0,0,0.19,4936,11,0,11
2003,55,0,0,0.25,6750,8,1,9
2004,39,0,0,0.63,9833,6,3,9
2005,74,0,0,0.19,4300,5,1,6
2006,30,0,0,443.0,3900,5,0,5
2007,42,0,0,0.42,9500,6,2,8
2008,63,0,0,0.05,6700,6,0,6
2009,41,0,0,0.37,6101,11,1,12
2010,84,0,0,0.09,4379,6,0,6
2011,71,0,0,0.0,6500,1,0,1
2012,51,0,0,0.0,2500,0,0,0
2013,44,0,0,0.38,9400,9,2,11
2014,65,0,0,0.24,8000,8,1,9
2015,56,0,0,0.57,7701,12,2,14
2016,45,0,0,0.27,4000,6,1,7
2017,44,0,0,0.5,10000,11,3,14
2018,48,0,0,0.1,6879,9,0,9
2019,45,0,0,0.37,11700,7,4,11
2020,55,0,0,0.21,14033,12,1,13
2021,74,0,0,951.0,5000,4,1,5
2022,82,0,0,1848.0,4000,5,1,6
2023,55,0,1,0.33,1584,2,0,2
2024,41,0,0,0.44,2539,3,2,5
2025,44,0,0,958.0,6071,5,0,5
2026,61,0,0,0.65,4756,16,1,17
2027,30,0,0,0.77,3811,8,1,9
2028,78,0,0,0.01,10000,3,0,3
2029,48,0,0,0.02,96500,5,2,7
2030,52,0,0,0.26,10330,7,3,10
2031,44,0,0,5790.0,6071,10,3,13
2032,47,1,3,0.63,2972,7,1,8
2033,49,0,0,8.63,581,12,2,14
2034,46,0,0,0.64,10095,3,6,9
2035,66,0,0,0.57,9791,8,3,11
2036,43,0,0,0.29,3000,8,1,9
2037,56,0,0,0.11,9900,6,1,7
2038,54,0,0,1.18,2200,12,4,16
2039,73,0,0,0.05,10500,16,0,16
2040,34,0,0,0.19,2500,13,0,13
2041,52,0,0,5907.0,6200,21,2,23
2042,78,0,0,0.26,3538,6,1,7
2043,62,0,0,2.29,1162,5,3,8
2044,57,0,0,0.33,12916,6,2,8
2045,31,0,0,0.64,4416,7,1,8
2046,51,0,0,0.34,8748,19,2,21
2047,33,0,0,0.3,4275,4,1,5
2048,48,1,2,0.18,6750,6,0,6
2049,30,0,0,0.35,3400,5,0,5
2050,56,0,0,0.26,7800,7,2,9
2051,39,0,0,0.29,4600,4,0,4
2052,52,0,0,0.29,7550,5,1,6
2053,39,0,0,0.16,4000,1,0,1
2054,70,0,0,0.55,6366,3,4,7
2055,46,0,0,0.39,6284,13,1,14
2056,40,0,0,0.22,3260,3,1,4
2057,60,0,0,0.45,10480,16,2,18
2058,66,0,0,116.0,0,9,1,10
2059,45,0,0,0.98,3490,8,2,10
2060,84,0,0,1460.0,4142,1,1,2
2061,51,0,0,1022.0,6495,10,1,11
2062,69,0,0,0.32,5000,8,1,9
2063,50,0,0,0.29,6400,10,1,11
2064,54,0,0,0.49,8000,17,1,18
2065,64,0,0,0.22,2916,8,0,8
2066,25,0,0,0.13,2881,2,0,2
2067,62,0,0,0.22,6216,9,0,9
2068,48,0,0,0.52,6000,8,2,10
2069,62,0,0,6402.0,6163,8,3,11
2070,63,0,0,0.29,6666,17,2,19
2071,47,0,0,0.33,3857,4,1,5
2072,56,0,0,0.47,8050,13,3,16
2073,32,0,0,0.38,4200,3,2,5
2074,60,0,0,0.13,10000,3,1,4
2075,31,0,0,0.03,1835,3,0,3
2076,72,0,0,0.16,10000,10,1,11
2077,60,0,0,7868.0,6500,23,3,26
2078,44,0,0,0.45,6150,10,1,11
2079,48,1,0,0.95,2500,8,0,8
2080,50,0,0,1.49,1500,14,1,15
2081,58,0,1,0.03,10416,2,0,2
2082,46,0,0,370.0,0,2,0,2
2083,52,0,0,2.31,1100,12,0,12
2084,38,0,0,0.23,10000,3,1,4
2085,51,1,1,2241.0,6495,6,1,7
2086,47,0,0,0.49,5000,5,2,7
2087,67,0,0,0.21,2190,2,0,2
2088,46,0,0,0.19,15416,5,1,6
2089,71,0,0,0.18,15000,6,0,6
2090,50,0,0,0.71,1883,5,1,6
2091,44,0,0,0.06,14166,16,0,16
2092,34,1,1,0.43,2400,9,0,9
2093,64,0,0,0.65,4418,11,1,12
2094,42,0,0,0.07,4378,5,0,5
2095,80,0,0,0.19,2666,5,0,5
2096,48,0,0,0.42,6000,8,3,11
2097,46,0,0,0.0,40650,2,0,2
2098,76,0,0,0.33,2800,2,1,3
2099,49,0,0,0.94,7585,12,4,16
2100,48,0,0,2533.0,6106,6,1,7
2101,83,0,0,0.0,4500,1,0,1
2102,80,0,0,0.29,10000,6,2,8
2103,27,0,0,0.17,1850,2,0,2
2104,42,0,1,0.34,2500,7,0,7
2105,59,0,0,0.32,13366,19,2,21
2106,47,0,0,0.02,15000,5,0,5
2107,68,0,0,0.22,12584,13,1,14
2108,74,0,0,0.1,1081,11,0,11
2109,55,0,0,0.53,1600,3,0,3
2110,72,0,0,0.16,8000,4,1,5
2111,48,0,0,0.33,15111,7,2,9
2112,58,0,0,0.36,12500,7,2,9
2113,69,0,0,0.16,2989,6,0,6
2114,61,0,0,0.14,13167,5,1,6
2115,53,0,0,0.32,5404,8,1,9
2116,61,0,0,2645.0,6209,2,2,4
2117,40,0,0,0.45,8000,8,1,9
2118,41,0,0,0.09,12307,4,1,5
2119,38,1,1,0.41,6000,8,1,9
2120,79,0,0,0.01,3566,7,0,7
2121,56,0,0,0.25,10866,8,1,9
2122,44,0,0,0.22,20000,8,2,10
2123,32,0,0,0.61,3500,9,2,11
2124,61,0,0,0.44,8501,6,2,8
2125,62,0,1,1851.0,6163,10,2,12
2126,37,0,0,0.47,9600,11,1,12
2127,45,0,0,0.23,3350,4,0,4
2128,43,0,0,0.33,7000,6,1,7
2129,23,0,0,0.0,898,2,0,2
2130,28,0,0,0.28,2600,6,1,7
2131,60,0,0,0.18,11411,3,2,5
2132,57,0,0,5115.0,6275,15,3,18
2133,48,0,0,0.09,1200,10,0,10
2134,39,0,0,0.72,4310,6,1,7
2135,45,0,0,0.38,7500,10,1,11
2136,50,1,5,0.27,6291,9,0,9
2137,59,0,0,0.38,4500,9,2,11
2138,66,0,0,1.28,6000,15,2,17
2139,55,0,0,0.36,11179,9,2,11
2140,70,0,0,0.08,5619,6,1,7
2141,63,0,0,0.45,15100,12,3,15
2142,24,0,0,0.25,1157,1,0,1
2143,30,0,0,0.51,3600,6,1,7
2144,60,0,0,2201.0,6500,22,0,22
2145,33,0,0,0.38,7640,19,1,20
2146,40,0,0,2983.0,5683,5,1,6
2147,45,0,1,0.02,2800,1,0,1
2148,29,0,1,0.01,3247,1,0,1
2149,32,0,0,0.0,3201,3,0,3
2150,67,0,0,0.15,2344,6,0,6
2151,33,0,0,2.0,4333,4,0,4
2152,74,0,0,0.21,5000,18,0,18
2153,38,0,0,2663.0,5100,2,2,4
2154,67,0,0,0.5,3800,7,2,9
2155,63,0,0,9486.0,6250,7,1,8
2156,49,0,0,0.59,3200,10,2,12
2157,45,0,0,0.56,6250,6,2,8
2158,60,0,0,0.11,11240,9,1,10
2159,63,0,0,0.43,4220,7,1,8
2160,55,0,0,0.4,5227,5,2,7
2161,38,0,0,0.26,6232,7,1,8
2162,62,0,0,1149.0,6163,7,1,8
2163,53,0,0,4352.0,6386,11,2,13
2164,73,0,0,339.0,4750,12,0,12
2165,49,0,0,2211.0,6400,10,1,11
2166,45,0,0,0.32,9286,8,2,10
2167,23,0,0,0.3,1750,5,0,5
2168,30,0,0,0.07,5500,2,0,2
2169,97,0,1,0.0,3287,4,0,4
2170,78,0,0,13.0,4349,5,0,5
2171,44,0,0,0.24,12083,5,1,6
2172,55,0,0,0.06,9255,8,0,8
2173,63,0,0,1.07,917,6,1,7
2174,31,0,0,421.0,4000,7,0,7
2175,48,0,0,0.22,7721,4,2,6
2176,63,0,0,0.01,7083,5,0,5
2177,76,0,0,547.0,4169,11,0,11
2178,67,0,0,983.0,5829,6,1,7
2179,48,0,0,0.18,4224,6,0,6
2180,57,0,0,0.57,1540,2,1,3
2181,49,0,0,0.0,13000,6,0,6
2182,26,0,0,0.27,2500,2,0,2
2183,51,0,0,3913.0,6495,9,3,12
2184,59,0,0,3.07,13000,16,4,20
2185,86,0,0,0.0,4221,8,0,8
2186,62,0,0,0.0,6163,3,0,3
2187,74,0,0,2116.0,5000,4,1,5
2188,41,0,0,0.29,4635,4,1,5
2189,73,0,0,805.0,4750,7,1,8
2190,54,0,0,2.37,2100,16,2,18
2191,50,0,0,0.13,12200,6,2,8
2192,39,0,0,0.51,6400,9,2,11
2193,84,0,0,0.27,6500,14,0,14
2194,50,0,0,0.73,4900,11,2,13
2195,69,0,0,0.49,4081,6,1,7
2196,33,0,0,0.08,9500,6,0,6
2197,41,0,0,0.02,5083,3,0,3
2198,65,0,0,0.07,5000,14,0,14
2199,39,0,0,0.77,2500,5,1,6
2200,62,0,0,0.12,9000,7,1,8
2201,40,0,0,0.29,3548,7,0,7
2202,69,0,0,0.36,9000,15,2,17
2203,63,0,0,0.0,0,7,0,7
2204,65,0,1,3105.0,6050,15,1,16
2205,53,0,0,0.46,15200,18,2,20
2206,79,0,0,0.09,2500,10,0,10
2207,51,0,0,0.24,4100,5,1,6
2208,41,0,0,0.14,3000,4,0,4
2209,65,0,0,0.82,4166,12,2,14
2210,50,0,0,0.33,3333,5,2,7
2211,39,0,0,0.3,9000,14,2,16
2212,79,0,0,0.47,4191,14,1,15
2213,64,0,0,2.77,800,9,2,11
2214,75,0,0,0.0,7500,3,0,3
2215,79,0,0,0.0,4474,3,0,3
2216,52,0,0,0.63,3750,16,1,17
2217,72,0,0,0.34,5420,7,2,9
2218,86,0,0,0.0,7735,7,0,7
2219,62,0,0,0.52,3000,8,2,10
2220,59,0,1,1325.0,6500,9,0,9
2221,55,0,0,0.25,7259,9,1,10
2222,71,0,0,392.0,0,8,0,8
2223,64,0,0,48.0,0,9,0,9
2224,53,0,0,0.15,12000,5,1,6
2225,49,0,0,0.31,2000,5,1,6
2226,56,0,0,492.0,6133,6,0,6
2227,58,0,0,0.09,6700,3,0,3
2228,37,0,0,0.59,10833,13,3,16
2229,50,0,0,0.14,13961,4,2,6
2230,45,0,0,0.09,10000,2,0,2
2231,32,0,0,0.2,2300,4,0,4
2232,38,0,0,0.09,5000,7,0,7
2233,60,0,0,0.25,15566,18,1,19
2234,63,0,0,0.0,5667,7,0,7
2235,41,0,0,0.26,11263,5,1,6
2236,41,0,0,1931.0,5757,7,2,9
2237,84,0,0,38.0,4142,6,0,6
2238,65,0,0,0.44,5345,6,1,7
2239,71,0,0,0.38,11440,11,1,12
2240,22,0,0,0.14,800,2,0,2
2241,53,0,0,0.69,9100,6,3,9
2242,58,0,0,0.22,11666,13,2,15
2243,23,0,0,0.01,820,1,0,1
2244,76,0,0,0.48,5500,7,2,9
2245,58,0,0,0.28,11140,7,1,8
2246,44,0,0,0.34,1500,0,0,0
2247,58,0,0,0.22,12400,6,1,7
2248,31,0,0,0.08,7573,5,0,5
2249,69,0,0,0.18,16483,10,2,12
2250,63,0,0,0.88,4379,20,2,22
2251,47,0,0,0.5,5329,9,1,10
2252,41,0,0,0.15,8094,19,0,19
2253,26,0,0,0.01,3917,1,0,1
2254,71,0,1,0.16,5003,7,2,9
2255,67,0,1,251.0,5829,10,0,10
2256,53,0,0,0.35,2800,7,1,8
2257,54,0,0,3.63,800,10,1,11
2258,81,0,0,0.4,7900,10,1,11
2259,64,0,0,5527.0,6000,8,2,10
